wave	var	page	description	labels	depends_on	section	source
Interview 1 (prenatal, ~12 wk gestation)	A037_15	14	In which week of gestation did you have the disease?  (see master list) - week 15	0. no | 1. yes	Depends on: A034		expanded
Interview 1 (prenatal, ~12 wk gestation)	A037_16	14	In which week of gestation did you have the disease?  (see master list) - week 16	0. no | 1. yes	Depends on: A034		expanded
Interview 1 (prenatal, ~12 wk gestation)	A037_17	14	In which week of gestation did you have the disease?  (see master list) - week 17	0. no | 1. yes	Depends on: A034		expanded
Interview 1 (prenatal, ~12 wk gestation)	A037_18	14	In which week of gestation did you have the disease?  (see master list) - week 18	0. no | 1. yes	Depends on: A034		expanded
Interview 1 (prenatal, ~12 wk gestation)	A037_19	14	In which week of gestation did you have the disease?  (see master list) - week 19	0. no | 1. yes	Depends on: A034		expanded
Interview 1 (prenatal, ~12 wk gestation)	A037_20	14	In which week of gestation did you have the disease?  (see master list) - week 20	0. no | 1. yes	Depends on: A034		expanded
Interview 1 (prenatal, ~12 wk gestation)	A037_21	14	In which week of gestation did you have the disease?  (see master list) - week 21	0. no | 1. yes	Depends on: A034		expanded
Interview 1 (prenatal, ~12 wk gestation)	A037_22	14	In which week of gestation did you have the disease?  (see master list) - week 22	0. no | 1. yes	Depends on: A034		expanded
Interview 1 (prenatal, ~12 wk gestation)	A037_23	14	In which week of gestation did you have the disease?  (see master list) - week 23	0. no | 1. yes	Depends on: A034		expanded
Interview 1 (prenatal, ~12 wk gestation)	A037_24	14	In which week of gestation did you have the disease?  (see master list) - week 24	0. no | 1. yes	Depends on: A034		expanded
Interview 1 (prenatal, ~12 wk gestation)	A037_25	14	In which week of gestation did you have the disease?  (see master list) - week 25	0. no | 1. yes	Depends on: A034		expanded
Interview 1 (prenatal, ~12 wk gestation)	A037_26	14	In which week of gestation did you have the disease?  (see master list) - week 26	0. no | 1. yes	Depends on: A034		expanded
Interview 1 (prenatal, ~12 wk gestation)	A037_27	14	In which week of gestation did you have the disease?  (see master list) - week 27	0. no | 1. yes	Depends on: A034		expanded
Interview 1 (prenatal, ~12 wk gestation)	A037_28	14	In which week of gestation did you have the disease?  (see master list) - week 28	0. no | 1. yes	Depends on: A034		expanded
Interview 1 (prenatal, ~12 wk gestation)	A037_29	14	In which week of gestation did you have the disease?  (see master list) - week 29	0. no | 1. yes	Depends on: A034		expanded
Interview 1 (prenatal, ~12 wk gestation)	A037_30	14	In which week of gestation did you have the disease?  (see master list) - week 30	0. no | 1. yes	Depends on: A034		expanded
Interview 1 (prenatal, ~12 wk gestation)	A037_31	14	In which week of gestation did you have the disease?  (see master list) - week 31	0. no | 1. yes	Depends on: A034		expanded
Interview 1 (prenatal, ~12 wk gestation)	A037_32	14	In which week of gestation did you have the disease?  (see master list) - week 32	0. no | 1. yes	Depends on: A034		expanded
Interview 1 (prenatal, ~12 wk gestation)	A037_33	14	In which week of gestation did you have the disease?  (see master list) - week 33	0. no | 1. yes	Depends on: A034		expanded
Interview 1 (prenatal, ~12 wk gestation)	A037_34	14	In which week of gestation did you have the disease?  (see master list) - week 34	0. no | 1. yes	Depends on: A034		expanded
Interview 1 (prenatal, ~12 wk gestation)	A037_35	14	In which week of gestation did you have the disease?  (see master list) - week 35	0. no | 1. yes	Depends on: A034		expanded
Interview 1 (prenatal, ~12 wk gestation)	A037_36	14	In which week of gestation did you have the disease?  (see master list) - week 36	0. no | 1. yes	Depends on: A034		expanded
Interview 1 (prenatal, ~12 wk gestation)	A037_37	14	In which week of gestation did you have the disease?  (see master list) - week 37	0. no | 1. yes	Depends on: A034		expanded
Interview 1 (prenatal, ~12 wk gestation)	A037_38	14	In which week of gestation did you have the disease?  (see master list) - week 38	0. no | 1. yes	Depends on: A034		expanded
Interview 1 (prenatal, ~12 wk gestation)	A037_39	14	In which week of gestation did you have the disease?  (see master list) - do not know	0. no | 1. yes	Depends on: A034		expanded
Interview 1 (prenatal, ~12 wk gestation)	A037_40	14	In which week of gestation did you have the disease?  (see master list) - do not want to answer	0. no | 1. yes	Depends on: A034		expanded
Interview 1 (prenatal, ~12 wk gestation)	A038	14	What is your weight?	1. Kilos | 2. do not know | 3. do not want to answer | 9. Undefined | 10. Irrelevant			extracted
Interview 1 (prenatal, ~12 wk gestation)	A038A	15	total kilos		Depends on: A038		extracted
Interview 1 (prenatal, ~12 wk gestation)	A039	15	What was your weight before the pregnancy?	1. Kilos | 2. do not know | 3. do not want to answer | 9. Undefined | 10. Irrelevant			extracted
Interview 1 (prenatal, ~12 wk gestation)	A039A	15	total kilos before pregnancy.		Depends on: A039		extracted
Interview 1 (prenatal, ~12 wk gestation)	A040	15	How tall are you?	1. Cm | 2. do not know | 3. do not want to answer | 9. Undefined | 10. Irrelevant			extracted
Interview 1 (prenatal, ~12 wk gestation)	A040A	15	total height cm		Depends on: A040		extracted
Interview 1 (prenatal, ~12 wk gestation)	A041	15	Do you worry about the coming birth? You can answer: not at all, a little or very much.	1. not at all | 2. a little | 3. very much | 3. do not know | 4. do not want to answer | 9. Undefined | 10. Irrelevant			extracted
Interview 1 (prenatal, ~12 wk gestation)	A042	15	Do you worry about your unborn child's health? You can answer: not at all, a little or very much.	1. not at all | 2. a little | 3. veru much | 4. do not know | 5. do not want to answer | 9. Undefined | 10. Irrelevant | Now for a series of questions about your health in general			extracted
Interview 1 (prenatal, ~12 wk gestation)	A043	15	How would you characterize your health in general? Is it very good, average or not so good?	1. very good | 2. average | 3. not so good | 4. do not know | 5. do not want to answer | 9. Undefined | 10. Irrelevant			extracted
Interview 1 (prenatal, ~12 wk gestation)	A044	16	Did you ever have hypertension?	1. yes | 2. yes, only in connection with pregnancy | 3. no | 4. do not know | 5. do not want to answer | 9. Undefined | 10. Irrelevant			extracted
Interview 1 (prenatal, ~12 wk gestation)	A045	16	Did you ever get medicine against too hypertension?	1. yes | 2. no | 3. do not know | 4. do not want to answer | 9. Undefined | 10. Irrelevant	Depends on: A044		extracted
Interview 1 (prenatal, ~12 wk gestation)	A046	16	Do you still get medicine against hypertension?	1. yes | 2. no | 3. do not know | 4. do not want to answer | 9. Undefined | 10. Irrelevant	Depends on: A044 A045		extracted
Interview 1 (prenatal, ~12 wk gestation)	A047	16	Do you still suffer from too high blood pressure?	1. yes | 2. no | 3. do not know | 4. do not want to answer | 9. Undefined | 10. Irrelevant	Depends on: A044		extracted
Interview 1 (prenatal, ~12 wk gestation)	A048	16	Have you ever had any metabolic disorders?	1. yes | 2. no | 3. do not know | 4. do not want to answer | 9. Undefined | 10. Irrelevant			extracted
Interview 1 (prenatal, ~12 wk gestation)	A049	16	Was the metabolic disorder diagnosed by a doctor?	1. yes | 2. no | 3. do not know | 4. do not want to answer | 9. Undefined | 10. Irrelevant	Depends on: A048		extracted
Interview 1 (prenatal, ~12 wk gestation)	A050	16	What metabolic disease did you have?		Depends on: A048 A049		extracted
Interview 1 (prenatal, ~12 wk gestation)	A050_1	17	thepeotoxicose				extracted
Interview 1 (prenatal, ~12 wk gestation)	A050_2	17	Basedow, Grave's disease				extracted
Interview 1 (prenatal, ~12 wk gestation)	A050_3	17	toxic adenoma				extracted
Interview 1 (prenatal, ~12 wk gestation)	A050_4	17	reduced metabolic disorder				extracted
Interview 1 (prenatal, ~12 wk gestation)	A050_5	17	Hashimoto struma				extracted
Interview 1 (prenatal, ~12 wk gestation)	A050_6	17	iatrogen (after medical treatment e.g. strumectomi or 131I)				extracted
Interview 1 (prenatal, ~12 wk gestation)	A050_7	17	other				extracted
Interview 1 (prenatal, ~12 wk gestation)	A050_8	17	do not know				extracted
Interview 1 (prenatal, ~12 wk gestation)	A050_9	17	do not want to answer				extracted
Interview 1 (prenatal, ~12 wk gestation)	A050A	17	text, other metabolic disorder		Depends on: A050		extracted
Interview 1 (prenatal, ~12 wk gestation)	A051	17	1-7 Do you still suffer from (answer in A050)?	1. yes | 2. no | 3. do not know | 4. do not want to answer | 9. Undefined | 10. Irrelevant	Depends on: A048 A049 A050		extracted
Interview 1 (prenatal, ~12 wk gestation)	A052	17	Did you ever have asthma?	1. yes | 2. no | 3. do not know | 4. do not want to answer | 9. Undefined | 10. Irrelevant			extracted
Interview 1 (prenatal, ~12 wk gestation)	A053	17	Was the asthma diagnosed by a doctor?	1. yes | 2. no | 3. do not know | 4. do not want to answer | 9. Undefined | 10. Irrelevant	Depends on: A052		extracted
Interview 1 (prenatal, ~12 wk gestation)	A054	17	Do you still suffer from asthma?	1. yes | 2. no | 3. do not know | 4. do not want to answer | 9. Undefined | 10. Irrelevant	Depends on: A052 A053		extracted
Interview 1 (prenatal, ~12 wk gestation)	A055	17	Ever suffered from allergies?	1. yes | 2. no | 3. do not know | 4. do not want to answer | 9. Undefined | 10. Irrelevant			extracted
Interview 1 (prenatal, ~12 wk gestation)	A056	18	Was the allergy diagnosed by a doctor?	1. yes | 2. no | 3. do not know | 4. do not want to answer | 9. Undefined | 10. Irrelevant	Depends on: A055		extracted
Interview 1 (prenatal, ~12 wk gestation)	A057	18	How does the allergy manifest itself?		Depends on: A055 A056		extracted
Interview 1 (prenatal, ~12 wk gestation)	A057_1	18	hay fever				extracted
Interview 1 (prenatal, ~12 wk gestation)	A057_2	18	nettle fever				extracted
Interview 1 (prenatal, ~12 wk gestation)	A057_3	18	running nose				extracted
Interview 1 (prenatal, ~12 wk gestation)	A057_4	18	rash, eczema (skin manifestation)				extracted
Interview 1 (prenatal, ~12 wk gestation)	A057_5	18	diarrhoea, pain in stomach (gastrointestinal symptoms)				extracted
Interview 1 (prenatal, ~12 wk gestation)	A057_6	18	breathing trouble				extracted
Interview 1 (prenatal, ~12 wk gestation)	A057_7	18	other				extracted
Interview 1 (prenatal, ~12 wk gestation)	A057_8	18	do not know				extracted
Interview 1 (prenatal, ~12 wk gestation)	A057_9	18	do not want to answer				extracted
Interview 1 (prenatal, ~12 wk gestation)	A057A	18	text, other		Depends on: A057		extracted
Interview 1 (prenatal, ~12 wk gestation)	A058	18	What was you allergic to?		Depends on: A055 A056		extracted
Interview 1 (prenatal, ~12 wk gestation)	A058_1	18	animals' hair				extracted
Interview 1 (prenatal, ~12 wk gestation)	A058_2	18	pollen				extracted
Interview 1 (prenatal, ~12 wk gestation)	A058_3	18	house dust (mites)				extracted
Interview 1 (prenatal, ~12 wk gestation)	A058_4	18	food				extracted
Interview 1 (prenatal, ~12 wk gestation)	A058_5	18	medicine (e.g. penicillin)				extracted
Interview 1 (prenatal, ~12 wk gestation)	A058_6	18	additives (colour, preservatives)				extracted
Interview 1 (prenatal, ~12 wk gestation)	A058_7	18	other				extracted
Interview 1 (prenatal, ~12 wk gestation)	A058_8	18	do not know				extracted
Interview 1 (prenatal, ~12 wk gestation)	A058_9	18	do not want to answer				extracted
Interview 1 (prenatal, ~12 wk gestation)	A058A	18	other allergenes, text		Depends on: A058		extracted
Interview 1 (prenatal, ~12 wk gestation)	A059	18	Have you had any inconveniences from the allergy during pregnancy?	1. yes | 2. no | 3. do not know | 4. do not want to answer | 9. Undefined | 10. Irrelevant	Depends on: A055 A056		extracted
Interview 1 (prenatal, ~12 wk gestation)	A060	18	Did the child's father ever have asthma?	1. yes | 2. no | 3. do not know | 4. do not want to answer | 9. Undefined | 10. Irrelevant			extracted
Interview 1 (prenatal, ~12 wk gestation)	A061	19	Did the child's father ever have any allergy?	1. yes | 2. no | 3. do not know | 4. do not want to answer | 9. Undefined | 10. Irrelevant			extracted
Interview 1 (prenatal, ~12 wk gestation)	A062	19	Have you ever had any skin disease?	1. yes | 2. no | 3. do not know | 4. do not want to answer | 9. Undefined | 10. Irrelevant			extracted
Interview 1 (prenatal, ~12 wk gestation)	A063	19	Was the skin disease diagnosed by a doctor?	1. yes | 2. no | 3. do not know | 4. do not want to answer | 9. Undefined | 10. Irrelevant	Depends on: A062		extracted
Interview 1 (prenatal, ~12 wk gestation)	A064	19	What kind of skin disease?		Depends on: A062 A063		extracted
Interview 1 (prenatal, ~12 wk gestation)	A064_1	19	returning abscesses, Rosen, inflammations				extracted
Interview 1 (prenatal, ~12 wk gestation)	A064_2	19	infant eczema, prurigo besnier				extracted
Interview 1 (prenatal, ~12 wk gestation)	A064_3	19	contact eczema				extracted
Interview 1 (prenatal, ~12 wk gestation)	A064_4	19	psoriasis				extracted
Interview 1 (prenatal, ~12 wk gestation)	A064_5	19	acne				extracted
Interview 1 (prenatal, ~12 wk gestation)	A064_6	19	skin cancer, melanoma				extracted
Interview 1 (prenatal, ~12 wk gestation)	A064_7	19	other				extracted
Interview 1 (prenatal, ~12 wk gestation)	A064_8	19	do not know				extracted
Interview 1 (prenatal, ~12 wk gestation)	A064_9	19	do not want to answer				extracted
Interview 1 (prenatal, ~12 wk gestation)	A064A	19	other skin disease, text		Depends on: A064		extracted
Interview 1 (prenatal, ~12 wk gestation)	A065	19	Did you suffer any inconvenience from your skin disease during pregnancy?	1. yes | 2. no | 3. do not know | 4. do not want to answer | 9. Undefined | 10. Irrelevant	Depends on: A062 A063		extracted
Interview 1 (prenatal, ~12 wk gestation)	A066	19	Did you ever have any disease in muscles or joints?	1. yes | 2. no | 3. do not know | 4. do not want to answer | 9. Undefined | 10. Irrelevant			extracted
Interview 1 (prenatal, ~12 wk gestation)	A067	20	Was the muscle/joint disease diagnosed by a doctor?	1. yes | 2. no | 3. do not know | 4. do not want to answer | 9. Undefined | 10. Irrelevant	Depends on: A066		extracted
Interview 1 (prenatal, ~12 wk gestation)	A068	20	What kind of muscle/joint disease?		Depends on: A066		extracted
Interview 1 (prenatal, ~12 wk gestation)	A068_1	20	"bad back"				extracted
Interview 1 (prenatal, ~12 wk gestation)	A068_2	20	slipped disc				extracted
Interview 1 (prenatal, ~12 wk gestation)	A068_3	20	rheumatisme in joints				extracted
Interview 1 (prenatal, ~12 wk gestation)	A068_4	20	fibromyalgai				extracted
Interview 1 (prenatal, ~12 wk gestation)	A068_5	20	arthrosis				extracted
